tanggal,provinsi,kab_kota,latitude,longitude,suhu_max,suhu_min,suhu_mean,suhu_feels_like_max,curah_hujan_mm,kelembapan,kecepatan_angin,tekanan_udara,awan_persen,waktu_ingest,sumber
2026-01-04,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,25.8,19.0,21.5,30.6,15.3,93,8.0,1013.0,99,2026-06-01T21:25:21.695054,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,25.6,19.4,22.1,28.0,0.3,85,8.2,1013.1,100,2026-06-01T21:25:26.790018,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,29.0,18.9,23.2,32.6,0.1,72,10.5,1012.3,99,2026-06-01T21:25:31.915108,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,27.2,19.1,22.5,30.5,2.5,79,12.3,1012.4,98,2026-06-01T21:25:37.122196,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,29.5,23.1,25.5,33.2,40.5,87,14.2,1008.7,100,2026-06-01T21:25:42.273531,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,29.5,22.5,25.3,34.2,39.1,88,12.7,1010.1,95,2026-06-01T21:25:47.236090,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,26.7,23.0,24.1,30.9,24.0,95,11.9,1010.8,100,2026-06-01T21:25:52.203437,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,29.2,23.2,25.0,35.9,6.6,89,7.3,1011.4,100,2026-06-01T21:25:56.558995,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,28.7,23.0,25.2,34.8,0.3,86,12.2,1011.4,99,2026-06-01T21:26:01.511070,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,32.2,22.6,26.9,36.2,0.0,73,18.0,1010.3,97,2026-06-01T21:26:07.104132,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,31.7,23.2,27.0,36.9,0.0,74,10.4,1010.2,100,2026-06-01T21:26:12.337701,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,28.9,23.6,25.4,33.2,41.0,90,14.4,1008.6,100,2026-06-01T21:26:17.426070,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,31.1,22.3,26.1,35.6,6.0,81,13.9,1009.9,91,2026-06-01T21:26:22.180063,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,27.4,23.5,24.8,31.9,10.0,91,12.7,1010.7,100,2026-06-01T21:26:27.326087,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,29.9,23.1,25.5,34.9,14.9,88,16.4,1011.2,100,2026-06-01T21:26:32.244837,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,30.9,22.9,26.3,35.0,1.0,81,16.8,1011.1,99,2026-06-01T21:26:37.357647,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,32.1,24.2,27.6,36.3,0.0,67,19.4,1010.4,96,2026-06-01T21:26:42.412926,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,31.6,23.6,27.6,35.3,0.0,69,20.9,1010.3,100,2026-06-01T21:26:47.980666,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,29.6,23.1,25.4,34.2,45.2,89,15.3,1008.6,100,2026-06-01T21:26:53.184248,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,31.5,22.5,26.3,36.5,30.3,82,11.2,1009.9,92,2026-06-01T21:26:58.199575,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,27.2,23.1,24.6,31.3,15.7,92,12.5,1010.7,100,2026-06-01T21:27:03.349936,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,30.5,22.9,25.6,36.1,14.0,87,10.7,1011.3,100,2026-06-01T21:27:08.420557,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,30.6,23.0,25.9,35.0,0.1,84,14.9,1011.2,99,2026-06-01T21:27:13.826476,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,32.0,23.4,27.0,37.0,0.0,77,14.5,1010.5,94,2026-06-01T21:27:19.232063,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,31.1,23.5,27.0,35.6,0.3,75,16.2,1010.5,100,2026-06-01T21:27:23.598094,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,29.8,23.4,25.4,33.8,58.7,87,17.1,1008.8,100,2026-06-01T21:27:26.243192,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,31.1,23.0,26.2,36.0,20.4,79,12.2,1010.2,92,2026-06-01T21:27:30.774257,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,28.1,23.1,24.9,33.0,3.4,87,9.0,1010.8,100,2026-06-01T21:27:35.329441,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,29.6,23.0,25.7,34.1,7.9,82,12.7,1011.5,100,2026-06-01T21:27:37.687306,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,29.5,23.1,25.6,34.2,0.8,83,10.9,1011.5,100,2026-06-01T21:27:42.221385,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,31.0,22.6,26.3,36.2,0.3,78,13.8,1010.8,94,2026-06-01T21:27:47.970749,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,30.0,23.0,26.5,34.4,1.0,77,15.8,1010.8,96,2026-06-01T21:27:53.579408,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,27.6,22.1,23.9,31.1,26.6,88,19.9,1009.9,100,2026-06-01T21:28:00.155870,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,28.8,20.7,24.2,32.8,36.6,83,17.2,1011.2,92,2026-06-01T21:28:04.801249,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,24.9,21.9,23.1,29.5,7.6,92,11.3,1011.9,100,2026-06-01T21:28:10.378531,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,28.1,21.3,23.7,32.0,9.3,85,17.3,1012.5,100,2026-06-01T21:28:15.972617,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,27.5,22.7,24.7,30.8,0.9,76,17.5,1012.7,98,2026-06-01T21:28:21.219710,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,29.1,23.7,25.8,32.6,0.0,65,18.8,1011.9,98,2026-06-01T21:28:26.479331,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,27.7,22.6,24.9,31.3,1.7,78,19.4,1011.9,100,2026-06-01T21:28:32.074167,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN SRAGEN,-7.41278,110.935,29.6,23.4,25.6,34.3,13.8,89,18.2,1008.6,100,2026-06-01T21:28:37.248794,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN SRAGEN,-7.41278,110.935,31.0,22.4,25.9,37.0,28.4,84,12.5,1009.9,93,2026-06-01T21:28:42.160962,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN SRAGEN,-7.41278,110.935,27.0,23.5,24.6,31.4,22.8,94,12.2,1010.6,100,2026-06-01T21:28:47.336193,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN SRAGEN,-7.41278,110.935,30.7,23.0,25.4,38.1,18.3,88,10.1,1011.1,100,2026-06-01T21:28:52.527532,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN SRAGEN,-7.41278,110.935,30.4,23.4,25.9,36.3,2.2,86,11.7,1011.0,99,2026-06-01T21:28:57.638509,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN SRAGEN,-7.41278,110.935,31.6,23.3,27.0,36.1,0.0,76,15.9,1010.1,98,2026-06-01T21:29:02.864667,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN SRAGEN,-7.41278,110.935,31.5,23.6,27.2,36.4,1.0,76,17.3,1010.0,96,2026-06-01T21:29:07.893803,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN GROBOGAN,-7.11667,110.91667,29.0,23.8,25.8,33.1,8.9,88,17.0,1008.4,98,2026-06-01T21:29:13.107685,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN GROBOGAN,-7.11667,110.91667,30.8,23.4,26.4,36.7,15.2,84,11.3,1009.8,95,2026-06-01T21:29:18.554371,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN GROBOGAN,-7.11667,110.91667,27.0,23.7,25.0,31.2,30.6,91,14.8,1010.5,100,2026-06-01T21:29:23.100408,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN GROBOGAN,-7.11667,110.91667,29.5,23.8,26.0,34.6,10.2,86,14.9,1011.0,100,2026-06-01T21:29:28.431965,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN GROBOGAN,-7.11667,110.91667,29.9,24.0,26.6,35.5,0.4,85,12.2,1010.9,98,2026-06-01T21:29:34.360734,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN GROBOGAN,-7.11667,110.91667,31.9,24.4,27.6,39.1,0.6,78,10.8,1010.0,100,2026-06-01T21:29:39.628482,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN GROBOGAN,-7.11667,110.91667,30.2,24.0,26.8,36.4,1.1,85,15.9,1009.9,94,2026-06-01T21:29:44.279440,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN BLORA,-7.06667,111.38333,29.8,22.4,25.6,36.7,23.2,89,12.5,1008.6,100,2026-06-01T21:29:50.321816,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN BLORA,-7.06667,111.38333,30.5,22.9,26.0,35.4,9.8,85,11.7,1009.8,96,2026-06-01T21:29:55.517297,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN BLORA,-7.06667,111.38333,27.0,23.3,24.8,30.9,12.5,92,14.4,1010.7,100,2026-06-01T21:30:00.736877,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN BLORA,-7.06667,111.38333,30.2,23.3,25.8,35.2,2.5,86,17.7,1011.0,100,2026-06-01T21:30:07.314533,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN BLORA,-7.06667,111.38333,29.6,23.5,26.0,34.7,1.4,86,14.5,1010.9,100,2026-06-01T21:30:12.582521,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN BLORA,-7.06667,111.38333,32.0,24.6,27.6,36.7,0.0,77,13.0,1009.9,100,2026-06-01T21:30:17.393638,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN BLORA,-7.06667,111.38333,30.9,23.8,27.0,36.1,3.4,80,19.8,1009.8,97,2026-06-01T21:30:19.797090,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN REMBANG,-6.78333,111.46667,28.5,23.1,25.5,35.3,26.6,90,16.3,1008.7,100,2026-06-01T21:30:24.494565,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN REMBANG,-6.78333,111.46667,29.0,22.6,25.6,34.7,18.8,87,11.5,1009.9,95,2026-06-01T21:30:29.816455,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN REMBANG,-6.78333,111.46667,26.8,22.5,24.3,31.6,23.7,93,13.8,1010.8,100,2026-06-01T21:30:35.416318,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN REMBANG,-6.78333,111.46667,30.2,23.0,25.9,35.3,5.5,86,19.1,1011.0,99,2026-06-01T21:30:40.885833,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN REMBANG,-6.78333,111.46667,28.8,23.4,25.4,34.0,3.9,89,11.2,1011.1,100,2026-06-01T21:30:43.345143,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN REMBANG,-6.78333,111.46667,31.0,24.0,27.1,36.5,0.2,80,13.8,1010.1,100,2026-06-01T21:30:47.760740,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN REMBANG,-6.78333,111.46667,30.1,23.5,26.6,36.6,2.6,84,15.2,1010.0,99,2026-06-01T21:30:52.520349,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN PATI,-6.76667,111.1,28.9,24.2,26.0,36.9,9.3,89,10.4,1008.4,100,2026-06-01T21:30:58.964505,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN PATI,-6.76667,111.1,30.1,23.2,26.3,35.9,13.6,86,15.4,1009.6,95,2026-06-01T21:31:04.421289,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN PATI,-6.76667,111.1,26.8,23.1,24.7,32.3,45.1,92,16.6,1010.5,100,2026-06-01T21:31:09.776905,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN PATI,-6.76667,111.1,30.2,23.5,26.2,35.5,3.4,86,16.7,1010.8,97,2026-06-01T21:31:15.524908,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN PATI,-6.76667,111.1,29.9,24.0,26.3,36.3,1.7,86,11.8,1010.8,100,2026-06-01T21:31:21.430108,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN PATI,-6.76667,111.1,32.0,25.0,27.8,37.9,1.3,79,14.3,1009.9,100,2026-06-01T21:31:26.188727,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN PATI,-6.76667,111.1,31.0,24.1,27.1,37.1,0.7,83,18.6,1009.8,97,2026-06-01T21:31:32.115664,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN KUDUS,-6.8,110.86667,28.5,24.0,25.5,32.8,9.6,89,18.5,1008.6,100,2026-06-01T21:31:37.390378,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN KUDUS,-6.8,110.86667,30.3,23.4,26.1,35.8,9.0,85,15.9,1009.8,93,2026-06-01T21:31:42.194423,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN KUDUS,-6.8,110.86667,27.0,23.2,24.7,30.0,62.3,90,17.3,1010.7,100,2026-06-01T21:31:47.109430,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN KUDUS,-6.8,110.86667,28.5,22.9,25.6,31.7,12.7,88,18.0,1011.1,100,2026-06-01T21:31:53.381202,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN KUDUS,-6.8,110.86667,28.6,23.6,26.0,32.9,2.3,86,13.8,1011.1,100,2026-06-01T21:31:58.061878,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN KUDUS,-6.8,110.86667,31.5,25.0,27.3,38.0,0.2,81,14.4,1010.2,100,2026-06-01T21:32:03.883757,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN KUDUS,-6.8,110.86667,30.5,24.1,26.7,36.0,2.2,83,15.1,1010.2,96,2026-06-01T21:32:09.045193,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN JEPARA,-6.58333,110.76667,27.2,23.6,24.8,32.5,15.1,95,15.2,1009.6,100,2026-06-01T21:32:14.564324,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN JEPARA,-6.58333,110.76667,28.6,23.0,25.3,34.4,20.4,90,12.9,1010.7,95,2026-06-01T21:32:19.219675,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN JEPARA,-6.58333,110.76667,26.3,23.0,24.2,29.1,48.8,94,17.7,1011.5,100,2026-06-01T21:32:23.663021,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN JEPARA,-6.58333,110.76667,27.4,23.2,24.7,31.8,16.4,94,14.6,1012.0,99,2026-06-01T21:32:29.201369,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN JEPARA,-6.58333,110.76667,27.8,23.1,25.2,33.3,2.7,91,9.3,1011.9,100,2026-06-01T21:32:35.532976,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN JEPARA,-6.58333,110.76667,30.7,23.8,26.5,37.0,3.8,86,11.6,1011.1,99,2026-06-01T21:32:38.746030,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN JEPARA,-6.58333,110.76667,28.7,23.2,25.6,35.1,20.4,92,11.8,1011.1,99,2026-06-01T21:32:42.167692,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN DEMAK,-6.8993,110.6122,28.6,23.1,25.3,33.4,22.0,91,21.2,1008.5,100,2026-06-01T21:32:46.084201,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN DEMAK,-6.8993,110.6122,30.4,23.4,26.2,36.3,20.3,86,13.9,1009.7,94,2026-06-01T21:32:50.342643,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN DEMAK,-6.8993,110.6122,27.8,23.3,25.1,31.4,59.6,91,16.1,1010.5,100,2026-06-01T21:32:56.528581,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN DEMAK,-6.8993,110.6122,29.0,23.3,25.8,33.6,17.1,88,18.6,1011.0,100,2026-06-01T21:33:01.652127,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN DEMAK,-6.8993,110.6122,29.0,23.8,26.4,34.1,6.8,86,12.1,1010.9,99,2026-06-01T21:33:06.837709,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN DEMAK,-6.8993,110.6122,32.0,25.0,27.7,38.9,1.1,81,11.6,1010.0,100,2026-06-01T21:33:11.837467,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN DEMAK,-6.8993,110.6122,30.1,24.1,26.8,37.8,9.8,88,13.8,1010.0,99,2026-06-01T21:33:17.067449,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN SEMARANG,-7.20667,110.44139,27.8,21.8,23.9,32.4,9.7,86,13.3,1010.0,100,2026-06-01T21:33:21.338379,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN SEMARANG,-7.20667,110.44139,28.3,21.0,23.6,33.6,11.6,90,7.6,1011.5,98,2026-06-01T21:33:26.775670,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN SEMARANG,-7.20667,110.44139,26.3,21.6,22.7,29.9,19.4,94,7.7,1012.1,100,2026-06-01T21:33:32.931668,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN SEMARANG,-7.20667,110.44139,27.8,21.3,23.7,31.8,2.6,88,5.7,1012.6,99,2026-06-01T21:33:37.736313,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN SEMARANG,-7.20667,110.44139,27.7,21.6,24.2,31.2,0.1,84,5.6,1012.5,100,2026-06-01T21:33:42.665052,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN SEMARANG,-7.20667,110.44139,30.2,22.5,25.6,34.5,0.1,68,7.9,1011.7,99,2026-06-01T21:33:47.578975,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN SEMARANG,-7.20667,110.44139,29.3,22.4,25.1,33.5,1.5,73,9.0,1011.6,96,2026-06-01T21:33:52.516094,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN TEMANGGUNG,-7.25,110.11667,25.1,19.8,21.9,28.9,37.6,91,13.6,1010.3,100,2026-06-01T21:33:57.786310,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN TEMANGGUNG,-7.25,110.11667,25.8,18.8,21.8,31.8,31.5,92,8.8,1011.7,99,2026-06-01T21:34:01.964676,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN TEMANGGUNG,-7.25,110.11667,24.7,20.0,21.4,27.8,17.9,94,9.5,1012.3,100,2026-06-01T21:34:08.168493,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN TEMANGGUNG,-7.25,110.11667,25.7,19.9,21.7,30.7,20.3,92,9.1,1012.9,100,2026-06-01T21:34:12.694855,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN TEMANGGUNG,-7.25,110.11667,25.3,19.5,22.1,28.6,0.4,88,8.5,1013.0,100,2026-06-01T21:34:17.939563,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN TEMANGGUNG,-7.25,110.11667,29.8,19.3,23.2,34.2,0.0,78,10.6,1012.1,99,2026-06-01T21:34:23.348132,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN TEMANGGUNG,-7.25,110.11667,28.0,19.7,22.8,32.3,1.9,82,10.6,1012.0,97,2026-06-01T21:34:28.947083,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN KENDAL,-7.0256,110.1685,29.2,22.3,25.1,34.1,13.3,89,21.2,1008.5,100,2026-06-01T21:34:34.248990,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN KENDAL,-7.0256,110.1685,30.5,22.6,25.8,36.0,11.0,87,14.5,1009.8,97,2026-06-01T21:34:39.151108,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN KENDAL,-7.0256,110.1685,28.0,23.1,24.7,31.9,17.1,91,14.3,1010.6,100,2026-06-01T21:34:44.014989,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN KENDAL,-7.0256,110.1685,29.5,22.6,25.6,34.1,9.1,85,13.7,1011.0,100,2026-06-01T21:34:48.485730,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN KENDAL,-7.0256,110.1685,28.4,23.0,25.5,33.4,1.3,86,8.3,1011.1,100,2026-06-01T21:34:54.423229,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN KENDAL,-7.0256,110.1685,31.0,23.5,26.6,37.5,1.0,80,9.7,1010.1,99,2026-06-01T21:34:59.449089,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN KENDAL,-7.0256,110.1685,30.2,23.2,26.5,36.1,3.8,81,10.6,1010.0,100,2026-06-01T21:35:04.956369,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN BATANG,-7.03333,109.88333,28.3,22.1,24.4,32.1,17.2,84,22.1,1009.1,100,2026-06-01T21:35:07.514724,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN BATANG,-7.03333,109.88333,29.1,20.9,24.5,34.3,7.5,87,12.7,1010.4,97,2026-06-01T21:35:12.213041,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN BATANG,-7.03333,109.88333,26.2,22.0,23.4,30.4,15.7,91,17.1,1011.1,100,2026-06-01T21:35:17.692167,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN BATANG,-7.03333,109.88333,27.9,22.5,24.8,31.2,1.7,81,17.1,1011.5,100,2026-06-01T21:35:22.887564,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN BATANG,-7.03333,109.88333,27.2,22.1,24.3,31.7,3.7,90,10.4,1011.7,100,2026-06-01T21:35:27.805199,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN BATANG,-7.03333,109.88333,29.8,22.0,25.4,35.5,3.6,83,10.7,1010.8,99,2026-06-01T21:35:32.782809,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN BATANG,-7.03333,109.88333,28.5,22.2,24.8,33.8,19.3,87,9.9,1010.7,100,2026-06-01T21:35:38.241118,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN PEKALONGAN,-7.0319,109.624,29.7,21.9,24.8,35.5,30.0,88,12.3,1008.6,100,2026-06-01T21:35:43.414603,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN PEKALONGAN,-7.0319,109.624,31.0,21.4,25.4,35.6,15.0,85,10.0,1009.8,97,2026-06-01T21:35:49.179687,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN PEKALONGAN,-7.0319,109.624,27.0,22.8,24.3,31.8,19.5,92,7.9,1010.6,100,2026-06-01T21:35:54.268655,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN PEKALONGAN,-7.0319,109.624,29.6,22.7,25.4,34.1,3.8,86,11.4,1011.1,100,2026-06-01T21:35:59.395546,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN PEKALONGAN,-7.0319,109.624,29.3,23.1,25.7,33.3,4.7,86,11.3,1011.0,100,2026-06-01T21:36:04.015374,Open-Meteo_Archive
2026-01-06,JAWA TENGAH,KABUPATEN PEKALONGAN,-7.0319,109.624,33.4,21.8,27.0,38.7,0.8,78,18.6,1009.9,98,2026-06-01T21:36:09.654005,Open-Meteo_Archive
2026-01-07,JAWA TENGAH,KABUPATEN PEKALONGAN,-7.0319,109.624,31.3,23.3,26.6,36.4,4.1,80,13.5,1009.9,100,2026-06-01T21:36:14.650280,Open-Meteo_Archive
2026-01-01,JAWA TENGAH,KABUPATEN PEMALANG,-7.03333,109.4,28.9,22.8,25.0,34.4,14.2,88,16.7,1008.8,100,2026-06-01T21:36:19.835730,Open-Meteo_Archive
2026-01-02,JAWA TENGAH,KABUPATEN PEMALANG,-7.03333,109.4,29.8,22.1,25.2,35.1,17.0,87,11.6,1010.2,97,2026-06-01T21:36:24.736860,Open-Meteo_Archive
2026-01-03,JAWA TENGAH,KABUPATEN PEMALANG,-7.03333,109.4,26.8,22.8,24.2,31.7,11.1,94,8.0,1010.9,100,2026-06-01T21:36:29.044439,Open-Meteo_Archive
2026-01-04,JAWA TENGAH,KABUPATEN PEMALANG,-7.03333,109.4,28.0,23.0,25.2,32.6,5.1,87,12.1,1011.5,98,2026-06-01T21:36:34.572945,Open-Meteo_Archive
2026-01-05,JAWA TENGAH,KABUPATEN PEMALANG,-7.03333,109.4,27.5,23.2,25.0,32.5,13.6,89,10.5,1011.5,99,2026-06-01T21:36:39.083891,Open-Meteo_Archive
