tanggal,provinsi,kab_kota,latitude,longitude,suhu_max,suhu_min,suhu_mean,suhu_feels_like_max,curah_hujan_mm,kelembapan,kecepatan_angin,tekanan_udara,awan_persen,waktu_ingest,sumber
2026-01-11,DKI JAKARTA,KOTA JAKARTA UTARA,-6.1339,106.8823,28.0,24.0,25.4,31.8,5.9,86,17.3,1011.3,89,2026-06-01T23:35:11.435013,Open-Meteo_Archive
2026-01-12,DKI JAKARTA,KOTA JAKARTA UTARA,-6.1339,106.8823,27.0,23.6,24.8,30.1,37.5,88,17.1,1011.6,91,2026-06-01T23:35:14.672950,Open-Meteo_Archive
2026-01-13,DKI JAKARTA,KOTA JAKARTA UTARA,-6.1339,106.8823,28.5,23.5,25.8,32.3,4.4,83,18.5,1011.2,95,2026-06-01T23:35:18.375101,Open-Meteo_Archive
2026-01-14,DKI JAKARTA,KOTA JAKARTA UTARA,-6.1339,106.8823,28.2,23.8,25.6,31.9,3.4,84,17.8,1010.5,100,2026-06-01T23:35:21.752041,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN BOGOR,-6.58333,106.71667,27.9,22.3,24.7,32.7,2.1,84,13.0,1011.4,100,2026-06-01T23:35:25.218327,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN BOGOR,-6.58333,106.71667,30.5,20.9,25.0,34.5,15.2,83,13.3,1011.2,96,2026-06-01T23:35:29.285143,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN BOGOR,-6.58333,106.71667,27.5,21.8,23.9,32.3,10.7,92,12.6,1011.7,96,2026-06-01T23:35:32.824753,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN BOGOR,-6.58333,106.71667,27.1,21.5,23.4,30.6,12.5,93,12.5,1011.8,90,2026-06-01T23:35:38.125700,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN BOGOR,-6.58333,106.71667,25.6,21.0,23.0,29.3,22.9,92,12.0,1012.1,95,2026-06-01T23:35:41.225434,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN BOGOR,-6.58333,106.71667,27.6,21.1,23.8,31.5,7.6,88,15.0,1011.8,96,2026-06-01T23:35:44.372531,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN BOGOR,-6.58333,106.71667,26.0,22.1,23.8,29.1,6.6,90,18.3,1011.1,99,2026-06-01T23:35:47.580024,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN SUKABUMI,-7.06667,106.7,26.7,18.8,21.8,29.5,8.2,87,19.3,1012.6,99,2026-06-01T23:35:51.711252,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN SUKABUMI,-7.06667,106.7,25.7,18.6,21.4,28.4,1.9,90,19.0,1012.4,95,2026-06-01T23:35:55.010692,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN SUKABUMI,-7.06667,106.7,22.6,19.3,20.1,26.1,9.5,98,19.9,1012.9,100,2026-06-01T23:35:57.989909,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN SUKABUMI,-7.06667,106.7,21.6,18.3,19.6,23.7,13.4,98,14.7,1013.2,100,2026-06-01T23:36:01.071548,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN SUKABUMI,-7.06667,106.7,23.8,18.1,19.9,26.3,5.9,96,17.4,1013.1,100,2026-06-01T23:36:04.290902,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN SUKABUMI,-7.06667,106.7,24.2,18.4,20.7,26.9,14.5,93,17.8,1012.8,100,2026-06-01T23:36:07.994446,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN CIREBON,-6.8,108.56667,28.5,22.6,25.2,31.4,7.2,83,25.1,1010.5,100,2026-06-01T23:37:41.490777,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN CIREBON,-6.8,108.56667,28.1,22.5,25.0,31.5,6.4,86,25.9,1009.6,99,2026-06-01T23:37:47.415037,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN MAJALENGKA,-6.81667,108.28333,29.6,23.0,25.8,37.9,5.6,86,8.8,1010.5,99,2026-06-01T23:37:50.647756,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN MAJALENGKA,-6.81667,108.28333,29.6,22.7,25.2,36.2,12.2,83,7.2,1010.4,99,2026-06-01T23:37:54.071303,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN MAJALENGKA,-6.81667,108.28333,27.7,23.1,25.1,32.9,29.9,87,10.6,1010.7,99,2026-06-01T23:37:57.482192,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN MAJALENGKA,-6.81667,108.28333,27.1,22.4,24.5,31.4,29.7,87,8.6,1011.0,84,2026-06-01T23:38:01.026625,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN MAJALENGKA,-6.81667,108.28333,25.3,22.0,23.6,29.9,13.8,91,8.9,1011.4,98,2026-06-01T23:38:05.986319,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN MAJALENGKA,-6.81667,108.28333,27.9,22.3,24.9,33.0,34.7,83,16.2,1010.8,99,2026-06-01T23:38:09.271645,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN MAJALENGKA,-6.81667,108.28333,27.9,22.3,24.9,33.6,25.5,85,17.1,1010.0,99,2026-06-01T23:38:12.335597,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN SUMEDANG,-6.81667,107.98333,28.3,21.1,24.0,34.4,4.5,88,8.9,1011.7,100,2026-06-01T23:38:18.558774,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN SUMEDANG,-6.81667,107.98333,27.7,19.7,23.3,32.7,9.9,87,7.2,1011.5,99,2026-06-01T23:38:22.173114,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN SUMEDANG,-6.81667,107.98333,27.3,21.0,23.6,31.5,18.4,90,8.4,1011.7,99,2026-06-01T23:38:25.310877,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN SUMEDANG,-6.81667,107.98333,26.0,20.9,22.6,30.1,15.8,92,6.2,1012.0,87,2026-06-01T23:38:28.741659,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN SUMEDANG,-6.81667,107.98333,23.9,20.0,21.9,28.1,12.3,95,7.0,1012.3,97,2026-06-01T23:38:31.820679,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN SUMEDANG,-6.81667,107.98333,26.1,20.4,23.2,30.2,25.7,87,14.2,1011.8,99,2026-06-01T23:38:35.480340,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN SUMEDANG,-6.81667,107.98333,25.9,21.2,23.3,30.0,37.3,89,13.7,1010.9,99,2026-06-01T23:38:38.718444,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN INDRAMAYU,-6.45,108.16667,30.6,23.7,26.7,35.9,2.5,84,16.3,1010.2,100,2026-06-01T23:38:44.897923,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN INDRAMAYU,-6.45,108.16667,31.0,23.5,26.3,37.1,8.2,82,22.7,1010.1,100,2026-06-01T23:38:47.881029,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN INDRAMAYU,-6.45,108.16667,29.7,24.1,26.5,32.4,4.0,80,23.0,1010.3,100,2026-06-01T23:38:51.191084,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN INDRAMAYU,-6.45,108.16667,27.7,23.8,25.4,31.3,13.8,87,19.5,1010.6,88,2026-06-01T23:38:54.428443,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN INDRAMAYU,-6.45,108.16667,26.0,22.7,24.3,30.2,17.4,90,18.7,1011.1,100,2026-06-01T23:38:58.014332,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN INDRAMAYU,-6.45,108.16667,29.0,23.8,26.1,33.4,4.1,82,20.9,1010.5,100,2026-06-01T23:39:01.091175,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN INDRAMAYU,-6.45,108.16667,28.8,24.5,26.2,32.3,3.9,83,24.0,1009.6,100,2026-06-01T23:39:05.687980,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN SUBANG,-6.50833,107.7025,30.2,23.5,26.1,33.8,0.8,84,19.4,1010.4,100,2026-06-01T23:39:09.033159,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN SUBANG,-6.50833,107.7025,31.0,23.7,26.0,36.2,4.2,83,20.4,1010.3,96,2026-06-01T23:39:12.195325,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN SUBANG,-6.50833,107.7025,28.1,23.5,25.7,30.5,2.1,84,24.3,1010.7,100,2026-06-01T23:39:15.519801,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN SUBANG,-6.50833,107.7025,27.2,22.6,24.7,29.9,6.8,90,24.2,1010.9,85,2026-06-01T23:39:21.046212,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN SUBANG,-6.50833,107.7025,25.8,22.3,23.7,29.3,17.2,93,18.0,1011.3,99,2026-06-01T23:39:24.229879,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN SUBANG,-6.50833,107.7025,28.2,22.7,25.2,30.8,5.4,85,22.3,1010.9,100,2026-06-01T23:39:27.723113,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN SUBANG,-6.50833,107.7025,28.8,23.5,25.1,32.2,8.6,89,22.2,1010.0,99,2026-06-01T23:39:31.462955,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN PURWAKARTA,-6.58333,107.45,30.0,23.9,26.6,33.3,1.3,73,21.7,1010.8,100,2026-06-01T23:39:34.886946,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN PURWAKARTA,-6.58333,107.45,30.1,23.0,25.9,35.7,12.3,82,13.7,1010.7,98,2026-06-01T23:39:38.391554,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN PURWAKARTA,-6.58333,107.45,27.4,23.4,25.2,31.9,6.5,87,13.4,1011.1,99,2026-06-01T23:39:41.464018,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN PURWAKARTA,-6.58333,107.45,26.9,23.0,24.6,30.6,19.1,88,12.0,1011.3,91,2026-06-01T23:39:46.139630,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN PURWAKARTA,-6.58333,107.45,25.9,22.2,24.0,30.3,13.0,90,12.3,1011.7,97,2026-06-01T23:39:49.519367,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN PURWAKARTA,-6.58333,107.45,27.1,22.7,24.6,31.3,14.5,86,18.8,1011.3,100,2026-06-01T23:39:52.892405,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN PURWAKARTA,-6.58333,107.45,27.2,23.1,24.7,31.5,24.2,88,17.0,1010.4,100,2026-06-01T23:39:56.283450,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN KARAWANG,-6.26667,107.41667,30.4,24.6,26.7,33.4,1.9,83,21.1,1010.5,100,2026-06-01T23:39:59.524673,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN KARAWANG,-6.26667,107.41667,31.5,24.4,26.8,34.8,7.2,80,23.8,1010.4,94,2026-06-01T23:40:02.848788,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN KARAWANG,-6.26667,107.41667,27.9,24.0,26.0,31.1,1.1,83,22.1,1010.8,100,2026-06-01T23:40:06.279662,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN KARAWANG,-6.26667,107.41667,28.2,23.7,25.4,31.3,14.3,86,21.4,1011.0,89,2026-06-01T23:40:09.487765,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN KARAWANG,-6.26667,107.41667,27.0,23.0,24.4,30.6,42.3,91,16.9,1011.4,97,2026-06-01T23:40:13.041708,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN KARAWANG,-6.26667,107.41667,29.4,23.4,25.9,32.5,3.6,82,24.9,1010.9,99,2026-06-01T23:40:18.599349,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN KARAWANG,-6.26667,107.41667,28.8,23.9,25.8,32.1,18.1,84,23.3,1010.2,100,2026-06-01T23:40:21.495759,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN BEKASI,-6.24667,107.10833,30.0,24.8,26.8,33.8,0.0,82,20.6,1010.7,100,2026-06-01T23:40:25.059151,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN BEKASI,-6.24667,107.10833,31.3,24.5,26.8,35.4,3.5,79,19.8,1010.6,98,2026-06-01T23:40:28.489576,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN BEKASI,-6.24667,107.10833,28.2,24.0,25.8,31.5,4.0,84,18.2,1011.1,99,2026-06-01T23:40:32.431664,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN BEKASI,-6.24667,107.10833,28.5,23.9,25.5,31.9,7.0,86,20.1,1011.2,88,2026-06-01T23:40:35.989963,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN BEKASI,-6.24667,107.10833,27.6,23.2,24.6,30.8,48.4,89,16.1,1011.5,95,2026-06-01T23:40:39.644809,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN BEKASI,-6.24667,107.10833,29.0,23.2,25.9,31.9,5.0,83,23.2,1011.1,98,2026-06-01T23:40:42.735115,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN BEKASI,-6.24667,107.10833,28.2,23.9,25.7,31.3,4.8,84,21.1,1010.4,100,2026-06-01T23:40:47.546046,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,26.8,19.8,22.2,27.7,7.0,80,16.1,1012.5,100,2026-06-01T23:40:50.698697,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,27.4,19.8,22.6,30.2,7.0,82,18.4,1012.2,95,2026-06-01T23:40:53.800022,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,24.2,19.6,21.3,25.3,10.6,88,17.0,1012.7,97,2026-06-01T23:40:57.141607,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,23.7,19.8,21.1,26.7,9.7,89,17.3,1012.8,90,2026-06-01T23:41:00.938079,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,22.3,18.7,20.4,25.4,4.9,92,10.6,1013.1,95,2026-06-01T23:41:04.291325,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,24.7,19.0,21.6,28.6,2.4,86,13.4,1012.6,99,2026-06-01T23:41:07.757867,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,24.7,19.9,21.6,27.5,4.0,87,17.5,1011.9,99,2026-06-01T23:41:10.758680,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KABUPATEN PANGANDARAN,-7.6673,108.64037,31.4,25.6,27.9,35.2,0.1,71,17.7,1010.3,65,2026-06-01T23:41:13.893109,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KABUPATEN PANGANDARAN,-7.6673,108.64037,30.2,24.7,26.8,34.8,1.5,84,21.9,1010.1,98,2026-06-01T23:41:18.516757,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KABUPATEN PANGANDARAN,-7.6673,108.64037,28.8,24.1,26.0,35.9,11.9,87,15.5,1010.4,98,2026-06-01T23:41:22.868778,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KABUPATEN PANGANDARAN,-7.6673,108.64037,26.9,23.3,24.9,31.6,7.7,92,21.9,1010.9,82,2026-06-01T23:41:25.873784,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KABUPATEN PANGANDARAN,-7.6673,108.64037,28.5,23.6,25.6,35.1,7.3,89,15.4,1010.7,92,2026-06-01T23:41:29.299841,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KABUPATEN PANGANDARAN,-7.6673,108.64037,29.9,23.4,26.1,37.2,10.2,84,14.5,1010.3,98,2026-06-01T23:41:32.703373,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KABUPATEN PANGANDARAN,-7.6673,108.64037,31.3,23.7,26.2,35.2,6.8,85,18.8,1009.6,99,2026-06-01T23:41:35.717330,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA BOGOR,-6.59167,106.8,28.7,23.4,25.3,32.2,1.5,82,13.2,1011.3,100,2026-06-01T23:41:38.851308,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA BOGOR,-6.59167,106.8,30.6,21.8,25.4,36.2,7.1,84,12.0,1011.1,97,2026-06-01T23:41:42.608222,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA BOGOR,-6.59167,106.8,26.9,22.9,24.3,32.4,8.6,91,9.0,1011.6,96,2026-06-01T23:41:45.738899,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA BOGOR,-6.59167,106.8,26.9,22.0,23.7,31.3,10.7,92,9.3,1011.7,89,2026-06-01T23:41:51.409432,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA BOGOR,-6.59167,106.8,25.9,21.0,23.3,30.2,22.6,91,10.4,1012.1,95,2026-06-01T23:41:54.527297,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA BOGOR,-6.59167,106.8,27.4,21.9,24.2,32.0,5.5,88,15.9,1011.7,95,2026-06-01T23:41:57.847703,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA BOGOR,-6.59167,106.8,26.6,22.5,24.0,30.0,5.4,91,16.6,1011.0,100,2026-06-01T23:42:01.207737,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA SUKABUMI,-6.95,106.93333,27.0,21.0,23.2,29.7,2.4,84,14.1,1013.4,98,2026-06-01T23:42:04.289627,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA SUKABUMI,-6.95,106.93333,26.3,20.2,22.4,30.2,5.7,90,17.7,1013.2,99,2026-06-01T23:42:08.717874,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA SUKABUMI,-6.95,106.93333,24.3,20.8,21.6,27.2,10.7,96,15.5,1013.6,99,2026-06-01T23:42:11.963005,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA SUKABUMI,-6.95,106.93333,24.0,20.6,21.3,26.9,12.2,97,20.4,1013.8,99,2026-06-01T23:42:15.232882,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA SUKABUMI,-6.95,106.93333,25.2,20.4,21.6,28.9,6.4,94,14.9,1013.7,99,2026-06-01T23:42:19.543958,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA SUKABUMI,-6.95,106.93333,27.0,20.3,22.5,29.7,11.6,92,15.9,1013.3,100,2026-06-01T23:42:23.743768,Open-Meteo_Archive
