tanggal,provinsi,kab_kota,latitude,longitude,suhu_max,suhu_min,suhu_mean,suhu_feels_like_max,curah_hujan_mm,kelembapan,kecepatan_angin,tekanan_udara,awan_persen,waktu_ingest,sumber
2026-01-14,JAWA BARAT,KOTA SUKABUMI,-6.95,106.93333,24.7,20.8,21.7,28.2,13.1,97,15.6,1012.8,100,2026-06-01T23:42:27.321902,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA BANDUNG,-6.9175,107.62444,27.0,20.5,23.0,28.6,1.3,74,16.0,1012.4,100,2026-06-01T23:42:30.593136,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA BANDUNG,-6.9175,107.62444,27.4,20.3,23.1,29.8,9.3,76,13.7,1012.1,97,2026-06-01T23:42:33.971708,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA BANDUNG,-6.9175,107.62444,24.9,20.9,22.3,25.8,5.3,79,16.7,1012.5,95,2026-06-01T23:42:37.979944,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA BANDUNG,-6.9175,107.62444,24.5,20.7,21.8,26.0,3.7,83,20.7,1012.7,88,2026-06-01T23:42:41.302381,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA BANDUNG,-6.9175,107.62444,23.0,20.1,21.1,24.9,2.5,86,14.3,1012.9,94,2026-06-01T23:42:44.938742,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA BANDUNG,-6.9175,107.62444,25.6,20.1,22.5,28.7,1.5,80,15.4,1012.4,98,2026-06-01T23:42:47.936735,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA BANDUNG,-6.9175,107.62444,25.5,20.8,22.6,27.3,2.4,80,17.5,1011.6,100,2026-06-01T23:42:51.280324,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA CIREBON,-6.75,108.55,31.4,23.9,26.8,37.0,11.5,81,13.0,1010.0,96,2026-06-01T23:42:56.765680,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA CIREBON,-6.75,108.55,31.5,23.9,26.2,36.1,14.3,84,13.3,1010.0,100,2026-06-01T23:42:59.979620,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA CIREBON,-6.75,108.55,29.6,24.2,26.6,32.8,7.8,81,22.9,1010.1,100,2026-06-01T23:43:03.157196,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA CIREBON,-6.75,108.55,27.5,23.6,25.2,32.3,15.8,89,13.8,1010.5,90,2026-06-01T23:43:06.239014,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA CIREBON,-6.75,108.55,26.7,23.3,24.7,29.4,6.9,88,23.8,1010.7,100,2026-06-01T23:43:10.369003,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA CIREBON,-6.75,108.55,29.1,23.8,25.9,32.1,7.1,83,26.0,1010.2,100,2026-06-01T23:43:14.297305,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA CIREBON,-6.75,108.55,28.8,23.8,25.9,32.4,7.4,84,24.1,1009.4,100,2026-06-01T23:43:17.736763,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA BEKASI,-6.28333,106.98333,29.3,24.1,26.4,33.3,0.4,82,16.2,1010.7,100,2026-06-01T23:43:20.980082,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA BEKASI,-6.28333,106.98333,31.1,24.0,26.6,35.7,4.8,80,17.6,1010.6,98,2026-06-01T23:43:24.360067,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA BEKASI,-6.28333,106.98333,27.5,23.6,25.3,31.1,4.5,86,15.2,1011.1,100,2026-06-01T23:43:27.535611,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA BEKASI,-6.28333,106.98333,27.9,23.8,25.2,32.1,8.2,86,17.5,1011.2,90,2026-06-01T23:43:30.812921,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA BEKASI,-6.28333,106.98333,27.2,22.4,24.3,30.9,53.1,89,15.3,1011.6,91,2026-06-01T23:43:34.005106,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA BEKASI,-6.28333,106.98333,28.5,23.0,25.5,32.1,4.8,83,20.0,1011.2,98,2026-06-01T23:43:37.456894,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA BEKASI,-6.28333,106.98333,27.6,23.7,25.4,31.4,9.5,84,18.2,1010.5,99,2026-06-01T23:43:40.654837,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA DEPOK,-6.4,106.81667,29.1,23.4,25.8,32.3,1.5,80,17.1,1011.0,100,2026-06-01T23:43:44.228249,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA DEPOK,-6.4,106.81667,30.1,23.5,26.2,33.9,1.0,80,22.1,1010.8,93,2026-06-01T23:43:47.656176,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA DEPOK,-6.4,106.81667,26.6,23.0,24.7,30.7,5.7,88,16.3,1011.4,99,2026-06-01T23:43:51.631018,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA DEPOK,-6.4,106.81667,28.2,23.1,24.6,32.1,5.5,88,18.2,1011.4,90,2026-06-01T23:43:55.175296,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA DEPOK,-6.4,106.81667,26.7,22.1,23.9,30.0,36.7,90,18.2,1011.8,96,2026-06-01T23:43:58.522408,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA DEPOK,-6.4,106.81667,28.9,22.6,24.7,34.0,9.0,85,20.3,1011.5,96,2026-06-01T23:44:01.914765,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA DEPOK,-6.4,106.81667,27.5,23.0,24.6,30.8,7.5,87,17.2,1010.8,100,2026-06-01T23:44:05.022017,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA CIMAHI,-6.89167,107.55,26.9,18.9,22.1,28.1,2.6,79,14.9,1012.3,100,2026-06-01T23:44:08.280087,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA CIMAHI,-6.89167,107.55,26.7,19.1,22.4,29.1,2.5,80,14.5,1012.0,97,2026-06-01T23:44:12.381149,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA CIMAHI,-6.89167,107.55,24.6,20.1,21.7,26.1,6.0,83,16.2,1012.4,95,2026-06-01T23:44:15.457920,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA CIMAHI,-6.89167,107.55,24.0,20.3,21.4,26.2,4.5,85,21.1,1012.6,87,2026-06-01T23:44:18.574901,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA CIMAHI,-6.89167,107.55,22.7,18.7,20.7,24.7,2.9,88,14.3,1012.9,93,2026-06-01T23:44:23.029673,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA CIMAHI,-6.89167,107.55,25.1,19.8,22.1,28.4,8.8,82,15.7,1012.4,99,2026-06-01T23:44:26.309922,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA CIMAHI,-6.89167,107.55,25.2,20.3,22.1,26.8,2.2,82,17.6,1011.6,100,2026-06-01T23:44:29.583116,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA TASIKMALAYA,-7.35,108.21667,31.6,20.7,25.6,36.3,0.0,80,15.9,1010.7,81,2026-06-01T23:44:32.704525,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA TASIKMALAYA,-7.35,108.21667,31.5,20.8,24.6,36.2,3.2,85,17.4,1010.7,100,2026-06-01T23:44:37.206315,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA TASIKMALAYA,-7.35,108.21667,29.5,22.0,24.0,34.9,7.1,90,6.8,1011.0,99,2026-06-01T23:44:41.417400,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA TASIKMALAYA,-7.35,108.21667,26.5,20.5,22.5,31.4,33.0,96,7.6,1011.5,93,2026-06-01T23:44:44.583218,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA TASIKMALAYA,-7.35,108.21667,28.0,20.2,23.0,34.2,5.9,93,8.8,1011.4,89,2026-06-01T23:44:49.753740,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA TASIKMALAYA,-7.35,108.21667,29.8,20.0,24.1,35.2,3.6,87,8.7,1010.9,98,2026-06-01T23:44:53.041785,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA TASIKMALAYA,-7.35,108.21667,30.4,21.5,24.6,35.3,10.5,87,10.3,1010.1,100,2026-06-01T23:44:56.252830,Open-Meteo_Archive
2026-01-08,JAWA BARAT,KOTA BANJAR,-7.36996,108.53209,33.8,22.4,27.3,41.3,0.0,78,11.1,1009.8,80,2026-06-01T23:44:59.686477,Open-Meteo_Archive
2026-01-09,JAWA BARAT,KOTA BANJAR,-7.36996,108.53209,31.4,23.0,26.1,38.8,3.9,86,11.0,1009.9,100,2026-06-01T23:45:04.197554,Open-Meteo_Archive
2026-01-10,JAWA BARAT,KOTA BANJAR,-7.36996,108.53209,29.8,23.5,25.3,35.4,13.5,90,10.5,1010.2,98,2026-06-01T23:45:07.890003,Open-Meteo_Archive
2026-01-11,JAWA BARAT,KOTA BANJAR,-7.36996,108.53209,25.9,22.6,24.4,31.8,13.2,94,9.1,1010.7,89,2026-06-01T23:45:10.992604,Open-Meteo_Archive
2026-01-12,JAWA BARAT,KOTA BANJAR,-7.36996,108.53209,29.6,22.2,24.6,34.8,17.4,91,8.0,1010.6,93,2026-06-01T23:45:15.719772,Open-Meteo_Archive
2026-01-13,JAWA BARAT,KOTA BANJAR,-7.36996,108.53209,30.8,22.2,25.3,37.1,17.8,86,10.4,1010.1,97,2026-06-01T23:45:20.169441,Open-Meteo_Archive
2026-01-14,JAWA BARAT,KOTA BANJAR,-7.36996,108.53209,31.0,23.1,25.9,38.3,18.6,86,10.1,1009.3,99,2026-06-01T23:45:23.277150,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN CILACAP,-7.57417,108.98861,31.2,23.0,26.7,35.8,0.9,78,16.5,1010.3,68,2026-06-01T23:45:26.488484,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN CILACAP,-7.57417,108.98861,29.1,22.7,25.0,34.6,10.6,90,16.3,1010.2,100,2026-06-01T23:45:29.759733,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN CILACAP,-7.57417,108.98861,28.9,22.6,24.5,35.7,12.5,92,14.9,1010.5,98,2026-06-01T23:45:32.933373,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN CILACAP,-7.57417,108.98861,28.0,22.4,24.1,33.8,9.3,93,16.3,1010.8,86,2026-06-01T23:45:36.895181,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN CILACAP,-7.57417,108.98861,29.2,21.2,24.2,34.5,18.1,92,16.0,1010.7,93,2026-06-01T23:45:41.157974,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN CILACAP,-7.57417,108.98861,30.9,21.5,24.7,37.8,12.2,90,14.4,1010.2,98,2026-06-01T23:45:44.756866,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN CILACAP,-7.57417,108.98861,30.6,22.3,25.3,36.3,32.3,88,13.5,1009.5,98,2026-06-01T23:45:49.842288,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN BANYUMAS,-7.45,109.16667,29.8,23.1,25.9,35.9,1.1,75,11.8,1010.9,70,2026-06-01T23:45:52.832663,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN BANYUMAS,-7.45,109.16667,29.2,22.9,24.7,34.8,8.6,84,7.8,1010.7,100,2026-06-01T23:45:55.910073,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN BANYUMAS,-7.45,109.16667,27.5,22.1,24.4,32.9,8.3,86,7.3,1010.9,100,2026-06-01T23:45:59.513210,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN BANYUMAS,-7.45,109.16667,27.2,21.6,24.0,30.8,4.9,85,13.2,1011.2,84,2026-06-01T23:46:02.662290,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN BANYUMAS,-7.45,109.16667,29.0,21.3,24.1,33.2,9.3,86,15.8,1010.9,93,2026-06-01T23:46:07.562438,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN BANYUMAS,-7.45,109.16667,29.8,22.5,24.7,35.6,6.9,81,10.8,1010.6,98,2026-06-01T23:46:11.712656,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN BANYUMAS,-7.45,109.16667,31.4,22.2,25.1,34.4,13.5,82,15.3,1009.8,98,2026-06-01T23:46:15.201814,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN PURBALINGGA,-7.28417,109.35028,28.7,21.7,24.9,33.2,4.5,86,15.1,1011.7,77,2026-06-01T23:46:19.760335,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN PURBALINGGA,-7.28417,109.35028,28.7,21.7,24.0,34.9,27.1,92,11.1,1011.6,100,2026-06-01T23:46:23.252105,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN PURBALINGGA,-7.28417,109.35028,26.8,22.0,23.6,33.0,38.1,95,7.4,1011.8,100,2026-06-01T23:46:26.543333,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN PURBALINGGA,-7.28417,109.35028,25.4,21.4,23.1,29.6,47.8,95,7.5,1012.0,100,2026-06-01T23:46:29.766714,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN PURBALINGGA,-7.28417,109.35028,27.0,21.7,23.4,32.5,20.9,94,8.5,1011.8,100,2026-06-01T23:46:33.241086,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN PURBALINGGA,-7.28417,109.35028,28.1,21.1,23.7,34.7,20.5,94,5.6,1011.5,99,2026-06-01T23:46:36.382119,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN PURBALINGGA,-7.28417,109.35028,27.5,21.5,23.8,33.1,84.6,94,9.3,1010.9,100,2026-06-01T23:46:40.549136,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN BANJARNEGARA,-7.35111,109.5875,28.2,20.9,23.4,33.4,5.9,88,10.2,1011.7,85,2026-06-01T23:46:44.336509,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN BANJARNEGARA,-7.35111,109.5875,28.2,21.1,22.8,32.3,20.9,91,14.4,1011.4,98,2026-06-01T23:46:47.561172,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN BANJARNEGARA,-7.35111,109.5875,27.0,20.5,22.9,32.2,11.2,90,12.4,1011.5,100,2026-06-01T23:46:51.507856,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN BANJARNEGARA,-7.35111,109.5875,24.8,20.5,21.9,27.9,7.6,93,9.7,1011.8,90,2026-06-01T23:46:54.688220,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN BANJARNEGARA,-7.35111,109.5875,26.4,20.6,22.9,29.6,2.3,89,13.2,1011.5,99,2026-06-01T23:46:58.449166,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN BANJARNEGARA,-7.35111,109.5875,28.1,19.3,22.9,32.2,10.7,89,13.7,1011.2,96,2026-06-01T23:47:02.130898,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN BANJARNEGARA,-7.35111,109.5875,27.9,20.4,23.2,31.8,7.3,89,13.8,1010.6,98,2026-06-01T23:47:06.356447,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN KEBUMEN,-7.63917,109.66056,29.8,23.0,26.0,35.1,2.0,81,14.7,1010.7,75,2026-06-01T23:47:10.987421,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN KEBUMEN,-7.63917,109.66056,28.5,22.4,23.8,33.7,19.8,93,14.0,1010.7,97,2026-06-01T23:47:14.260087,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN KEBUMEN,-7.63917,109.66056,27.6,21.5,23.4,34.6,26.1,94,13.7,1010.8,98,2026-06-01T23:47:17.760738,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN KEBUMEN,-7.63917,109.66056,27.4,21.8,23.7,32.9,16.9,92,13.0,1011.0,91,2026-06-01T23:47:20.835555,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN KEBUMEN,-7.63917,109.66056,28.7,22.2,24.4,33.9,33.3,87,10.5,1010.7,96,2026-06-01T23:47:24.173922,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN KEBUMEN,-7.63917,109.66056,30.5,21.8,24.7,36.0,17.9,86,15.2,1010.4,97,2026-06-01T23:47:28.092900,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN KEBUMEN,-7.63917,109.66056,30.6,22.1,24.5,34.8,24.8,90,17.6,1009.8,98,2026-06-01T23:47:32.578143,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN PURWOREJO,-7.7,109.96667,30.2,22.5,25.8,36.4,5.0,84,13.7,1010.6,74,2026-06-01T23:47:40.673831,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN PURWOREJO,-7.7,109.96667,29.5,22.1,24.0,34.5,29.1,92,15.8,1010.7,95,2026-06-01T23:47:44.199436,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN PURWOREJO,-7.7,109.96667,27.4,21.4,23.3,31.1,21.9,96,14.3,1010.9,99,2026-06-01T23:47:47.591929,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN PURWOREJO,-7.7,109.96667,27.8,22.0,23.6,31.3,16.5,92,17.1,1011.0,88,2026-06-01T23:47:50.819862,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN PURWOREJO,-7.7,109.96667,29.0,21.6,24.0,35.4,20.0,90,13.5,1010.8,97,2026-06-01T23:47:53.993855,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN PURWOREJO,-7.7,109.96667,29.9,21.6,24.8,34.3,9.5,86,16.0,1010.4,92,2026-06-01T23:47:57.263836,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN PURWOREJO,-7.7,109.96667,30.1,22.1,24.5,34.4,15.8,89,19.3,1009.8,98,2026-06-01T23:48:00.531269,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN WONOSOBO,-7.36139,109.92667,25.2,18.6,21.1,28.6,6.9,87,11.4,1013.1,91,2026-06-01T23:48:05.459329,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN WONOSOBO,-7.36139,109.92667,24.0,18.4,20.3,27.1,15.9,93,12.9,1012.9,99,2026-06-01T23:48:08.511334,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN WONOSOBO,-7.36139,109.92667,23.0,18.4,20.0,25.9,14.0,94,11.7,1013.0,99,2026-06-01T23:48:12.143819,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN WONOSOBO,-7.36139,109.92667,21.1,18.0,19.3,23.1,7.9,93,15.3,1013.3,92,2026-06-01T23:48:14.969066,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN WONOSOBO,-7.36139,109.92667,24.3,18.6,20.7,26.8,9.2,86,13.8,1012.8,99,2026-06-01T23:48:17.645737,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN WONOSOBO,-7.36139,109.92667,25.2,17.9,20.6,28.7,5.6,86,14.4,1012.7,93,2026-06-01T23:48:20.730208,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN WONOSOBO,-7.36139,109.92667,25.4,18.0,20.4,27.3,7.5,90,17.2,1012.2,100,2026-06-01T23:48:23.570974,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,28.4,18.5,22.2,31.6,1.9,83,10.4,1011.9,82,2026-06-01T23:48:26.251113,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,27.0,18.9,21.8,31.1,11.5,89,8.8,1011.8,97,2026-06-01T23:48:29.240449,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,24.5,18.8,20.9,28.3,19.3,95,6.5,1012.2,100,2026-06-01T23:48:33.916794,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,24.6,18.5,20.8,28.1,3.8,89,5.8,1012.2,93,2026-06-01T23:48:37.149110,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,26.2,18.0,21.1,28.6,3.1,87,6.6,1012.2,100,2026-06-01T23:48:40.331685,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN MAGELANG,-7.4275,110.16194,26.9,17.0,21.5,31.3,3.5,84,5.5,1011.8,90,2026-06-01T23:48:43.474857,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,31.3,23.5,26.1,37.3,1.8,82,10.1,1010.1,91,2026-06-01T23:49:03.548721,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,27.5,23.0,24.6,32.8,9.2,89,10.5,1010.3,96,2026-06-01T23:49:07.775519,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,26.9,22.2,23.4,31.7,11.6,94,9.5,1010.7,100,2026-06-01T23:49:11.461251,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,28.7,22.0,23.3,32.0,14.7,93,11.4,1010.7,98,2026-06-01T23:49:14.932313,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,27.0,22.1,24.2,31.1,2.7,88,9.2,1010.7,100,2026-06-01T23:49:19.867447,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,28.2,22.1,24.5,33.8,2.5,86,7.9,1010.3,97,2026-06-01T23:49:24.020787,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN BOYOLALI,-7.5,110.7,27.2,22.0,23.9,31.2,13.1,90,8.7,1009.5,100,2026-06-01T23:49:27.361020,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,30.9,24.5,27.2,34.1,2.8,72,21.5,1010.0,92,2026-06-01T23:49:32.527164,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,30.5,23.6,26.1,33.8,8.7,81,21.9,1010.0,91,2026-06-01T23:49:36.192806,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,29.1,22.1,24.6,32.7,8.1,89,18.9,1010.4,97,2026-06-01T23:49:49.236865,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,30.6,22.1,25.4,33.0,3.8,85,21.3,1010.4,96,2026-06-01T23:49:52.261690,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,29.6,22.0,24.7,33.1,8.9,87,16.9,1010.5,99,2026-06-01T23:49:58.031533,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,31.2,22.0,25.7,35.9,2.1,80,15.2,1010.0,94,2026-06-01T23:50:01.227369,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN KLATEN,-7.68333,110.61667,30.4,22.9,25.5,34.0,4.1,82,20.3,1009.2,99,2026-06-01T23:50:04.599497,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,29.5,24.0,26.2,34.0,8.9,83,18.6,1010.2,89,2026-06-01T23:50:07.711885,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,29.5,22.2,25.2,34.3,19.1,88,18.9,1010.2,95,2026-06-01T23:50:13.636817,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,27.9,22.1,24.1,31.6,13.8,92,19.4,1010.6,99,2026-06-01T23:50:18.436878,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,29.5,22.1,24.7,34.3,23.3,90,20.8,1010.6,98,2026-06-01T23:50:23.013920,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,28.9,22.2,24.4,32.7,3.3,88,18.1,1010.6,99,2026-06-01T23:50:30.773033,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,29.9,21.6,25.1,35.8,3.4,84,17.8,1010.1,96,2026-06-01T23:50:34.951600,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN SUKOHARJO,-7.68333,110.83333,29.2,22.3,24.7,34.3,8.5,88,19.6,1009.4,100,2026-06-01T23:50:39.091763,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,29.0,23.3,25.5,34.0,10.4,86,15.6,1010.5,81,2026-06-01T23:50:41.737076,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,28.9,22.0,24.5,33.8,35.2,90,11.2,1010.6,100,2026-06-01T23:50:44.183142,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,26.2,22.3,23.6,31.0,26.1,92,7.3,1010.9,100,2026-06-01T23:50:48.852998,Open-Meteo_Archive
2026-01-11,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,28.1,22.2,24.2,33.5,27.5,90,14.7,1010.8,97,2026-06-01T23:50:52.353108,Open-Meteo_Archive
2026-01-12,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,28.3,22.3,24.2,32.8,8.5,87,14.1,1010.8,95,2026-06-01T23:50:56.247342,Open-Meteo_Archive
2026-01-13,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,29.1,22.1,25.0,32.9,8.9,85,18.1,1010.4,97,2026-06-01T23:51:00.338999,Open-Meteo_Archive
2026-01-14,JAWA TENGAH,KABUPATEN WONOGIRI,-7.91667,111.0,28.5,22.7,24.7,33.3,15.7,88,15.4,1009.7,99,2026-06-01T23:51:03.227762,Open-Meteo_Archive
2026-01-08,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,27.1,22.0,24.1,31.3,12.7,87,19.3,1011.6,92,2026-06-01T23:51:05.931398,Open-Meteo_Archive
2026-01-09,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,26.8,21.3,23.0,31.1,12.4,93,17.4,1011.6,99,2026-06-01T23:51:11.142857,Open-Meteo_Archive
2026-01-10,JAWA TENGAH,KABUPATEN KARANGANYAR,-7.62806,111.0625,25.9,21.2,22.4,30.0,9.5,94,16.3,1012.0,100,2026-06-01T23:51:16.366663,Open-Meteo_Archive
